incident_id,machine_id,machine_type,location,incident_datetime,incident_type,failure_code,failure_description,sensor_id,sensor_type,sensor_value,maintenance_type,maintenance_action,downtime_minutes,reported_by,resolved_datetime,resolution_status,cost_estimate,root_cause
INC-0133,COMP-001,Air Compressor Atlas Copco,Utility Room,2026-05-08 18:16:57,machine_failure,MF-004,Main drive belt snapped under load; machine halted unexpectedly,COMP-001-SEN-PRES,Discharge Pressure Sensor,11.17,corrective,Replaced failed power supply unit; verified stable 24 VDC output,75,OPR-001 (Tanaka K.),2026-05-08 20:15:57,closed,11561.48,Lubrication interval overrun by 40 hours; accelerated bearing wear
INC-0134,CONV-001,Conveyor Belt System,Line A,2026-05-08 21:28:04,maintenance_event,ME-003,"Full sensor calibration, safety relay test, and emergency stop verification",CONV-001-SEN-TENS,Belt Tension Sensor,286.6,preventive,Inspected and replaced worn drive belt; adjusted belt tension to 350 N,149,CMMS-AUTO,2026-05-09 00:06:04,closed,1165.69,Scheduled PM as per 500-hour maintenance plan
INC-0135,PRESS-002,Hydraulic Press 200T,Line B,2026-05-09 07:55:09,maintenance_event,ME-001,"Routine PM per 500 h interval: inspection, lubrication, filter replacement",PRESS-002-SEN-STR,Ram Stroke Position Sensor,275.62,preventive,Inspected and replaced worn drive belt; adjusted belt tension to 350 N,197,CMMS-AUTO,2026-05-09 11:40:09,closed,1242.79,Scheduled PM as per 500-hour maintenance plan
INC-0136,PRESS-002,Hydraulic Press 200T,Line B,2026-05-09 13:34:16,maintenance_event,ME-006,CMMS-triggered early maintenance based on vibration trend alert,PRESS-002-SEN-FORCE,Press Force Sensor,1323.53,preventive,Calibrated all installed sensors against reference standards,156,MNT-002 (Kobayashi R.),2026-05-09 16:40:16,closed,438.53,CMMS-generated work order based on predictive alert threshold breach
INC-0137,ROB-003,Robotic Arm KUKA KR 10,Line B,2026-05-09 16:11:48,maintenance_event,ME-004,Scheduled replacement of drive belt and chain per wear-life schedule,ROB-003-SEN-CUR,Drive Current Sensor,10.17,preventive,Performed full lubrication of all bearing points and guide rails,55,MNT-001 (Sato T.),2026-05-09 17:13:48,closed,189.9,Annual statutory safety inspection requirement
INC-0138,CNC-005,CNC Machining Center V2,Line B,2026-05-10 03:41:16,maintenance_event,ME-004,Scheduled replacement of drive belt and chain per wear-life schedule,CNC-005-SEN-TEMP,Spindle Temperature Sensor,62.05,preventive,Tightened all electrical terminal blocks; replaced degraded cable ties,92,MNT-001 (Sato T.),2026-05-10 05:48:16,closed,336.05,Operator-initiated inspection following anomaly observation
INC-0139,CNC-001,CNC Machining Center,Line A,2026-05-10 13:36:54,maintenance_event,ME-006,CMMS-triggered early maintenance based on vibration trend alert,CNC-001-SEN-VIB,Vibration Sensor,5.83,preventive,Calibrated all installed sensors against reference standards,216,MNT-001 (Sato T.),2026-05-10 18:06:54,resolved,517.67,Scheduled PM as per 500-hour maintenance plan
INC-0140,CONV-002,Conveyor Belt System,Line B,2026-05-13 21:19:42,sensor_anomaly,SA-002,Vibration RMS increasing week-over-week; bearing wear suspected,CONV-002-SEN-TENS,Belt Tension Sensor,103.93,predictive,Adjusted drive pulley alignment after belt speed anomaly trend detected,22,CMMS-AUTO,2026-05-13 22:39:42,closed,1749.88,Repeated thermal shock to sensor mount loosened connection
INC-0141,CNC-004,CNC Machining Center V2,Line B,2026-05-14 17:54:46,maintenance_event,ME-003,"Full sensor calibration, safety relay test, and emergency stop verification",CNC-004-SEN-TEMP,Spindle Temperature Sensor,49.95,preventive,Inspected and replaced worn drive belt; adjusted belt tension to 350 N,23,CMMS-AUTO,2026-05-14 19:16:46,closed,518.9,Operator-initiated inspection following anomaly observation
INC-0142,ROB-004,Robotic Arm KUKA KR 10,Welding Station,2026-05-15 11:42:41,sensor_anomaly,SA-007,Encoder offset accumulating per cycle; calibration required,ROB-004-SEN-TEMP,Motor Temperature Sensor,101.08,predictive,Replaced position encoder after drift trend identified; recalibrated zero point,64,OPR-001 (Tanaka K.),2026-05-15 13:04:41,closed,2559.51,Progressive mechanical wear producing detectable vibration signature
INC-0143,CNC-002,CNC Machining Center,Line A,2026-05-16 17:17:17,maintenance_event,ME-006,CMMS-triggered early maintenance based on vibration trend alert,CNC-002-SEN-SPIN,Spindle Speed Sensor,3596.45,preventive,Tightened all electrical terminal blocks; replaced degraded cable ties,135,MNT-001 (Sato T.),2026-05-16 19:44:17,closed,727.08,Annual statutory safety inspection requirement
INC-0144,COMP-001,Air Compressor Atlas Copco,Utility Room,2026-05-16 18:51:25,sensor_anomaly,SA-001,Sensor value 15% above normal range; possible early-stage overheating,COMP-001-SEN-TEMP,Discharge Air Temp Sensor,110.39,predictive,Early oil change triggered by particle count exceeding 18/16/13 (ISO 4406),7,OPR-001 (Tanaka K.),2026-05-16 19:11:25,closed,2538.85,EMI from adjacent inverter drive affecting analog signal quality
INC-0145,CONV-001,Conveyor Belt System,Line A,2026-05-18 00:28:36,machine_failure,MF-007,Coolant flow dropped to zero; machining halted to prevent thermal damage,CONV-001-SEN-TENS,Belt Tension Sensor,80.89,predictive,Replaced position encoder after drift trend identified; recalibrated zero point,121,OPR-002 (Suzuki M.),2026-05-18 02:55:36,resolved,6546.21,Power grid voltage sag event caused PLC reset and control fault
INC-0146,CNC-003,CNC Machining Center,Line B,2026-05-19 19:33:09,machine_failure,MF-001,Motor temperature exceeded 95°C; thermal protection relay activated,CNC-003-SEN-TEMP,Spindle Temperature Sensor,98.01,predictive,Adjusted drive pulley alignment after belt speed anomaly trend detected,310,OPR-003 (Yamamoto H.),2026-05-20 01:17:09,resolved,4812.03,Chip accumulation not cleared due to broken chip conveyor
INC-0147,PUMP-001,Hydraulic Pump Parker H1,Utility Room,2026-05-20 00:10:18,sensor_anomaly,SA-001,Sensor value 15% above normal range; possible early-stage overheating,PUMP-001-SEN-TEMP,Oil Temperature Sensor,26.53,predictive,Replaced position encoder after drift trend identified; recalibrated zero point,18,CMMS-AUTO,2026-05-20 00:53:18,closed,3138.52,Oil mist contamination of sensor housing reducing measurement accuracy
INC-0148,PUMP-002,Hydraulic Pump Parker H1,Utility Room,2026-05-20 07:59:10,maintenance_event,ME-001,"Routine PM per 500 h interval: inspection, lubrication, filter replacement",PUMP-002-SEN-FLOW,Flow Rate Sensor,79.28,preventive,Replaced hydraulic return filter and suction strainer; topped up fluid,76,MNT-002 (Kobayashi R.),2026-05-20 09:28:10,closed,552.84,Annual statutory safety inspection requirement
INC-0149,COMP-001,Air Compressor Atlas Copco,Utility Room,2026-05-20 17:17:40,machine_failure,MF-010,Cavitation noise and pressure fluctuation; pump efficiency dropped to 40%,COMP-001-SEN-VIB,Bearing Vibration Sensor,-0.65,corrective,Cleared spindle jam; replaced broken cutting tool; re-zeroed workpiece,323,OPR-002 (Suzuki M.),2026-05-20 23:21:40,closed,3541.52,Hydraulic fluid degraded beyond acceptable viscosity index
INC-0150,ROB-004,Robotic Arm KUKA KR 10,Welding Station,2026-05-22 17:48:49,machine_failure,MF-005,Spindle locked due to chip accumulation; axis collision error E-5021,ROB-004-SEN-CUR,Drive Current Sensor,-0.29,corrective,Replaced ruptured drive belt (Gates Poly Chain); adjusted tension,80,SCADA-SYSTEM,2026-05-22 19:22:49,closed,11648.29,Power grid voltage sag event caused PLC reset and control fault
INC-0151,PRESS-002,Hydraulic Press 200T,Line B,2026-05-23 00:07:42,sensor_anomaly,SA-005,Torque exceeded rated value by 25% for 200 ms; joint play suspected,PRESS-002-SEN-FORCE,Press Force Sensor,2314.75,predictive,Adjusted drive pulley alignment after belt speed anomaly trend detected,12,CMMS-AUTO,2026-05-23 00:32:42,closed,2184.77,Repeated thermal shock to sensor mount loosened connection
INC-0152,CNC-001,CNC Machining Center,Line A,2026-05-23 02:32:33,maintenance_event,ME-001,"Routine PM per 500 h interval: inspection, lubrication, filter replacement",CNC-001-SEN-TEMP,Spindle Temperature Sensor,57.81,preventive,Calibrated all installed sensors against reference standards,94,MNT-001 (Sato T.),2026-05-23 04:16:33,closed,576.47,CMMS-generated work order based on predictive alert threshold breach
INC-0153,CNC-002,CNC Machining Center,Line A,2026-05-23 17:46:40,machine_failure,MF-001,Motor temperature exceeded 95°C; thermal protection relay activated,CNC-002-SEN-VIB,Vibration Sensor,-0.13,corrective,Repaired hydraulic pipe joint; purged air from system; tested at full pressure,166,SCADA-SYSTEM,2026-05-23 20:54:40,closed,2671.99,Gear tooth wear accelerated by abrasive contamination in gearbox oil
INC-0154,CONV-002,Conveyor Belt System,Line B,2026-05-24 10:22:07,maintenance_event,ME-005,"Thermal imaging scan of control cabinet; tightened terminals, replaced fuse",CONV-002-SEN-SPEED,Belt Speed Sensor,1.1,preventive,Calibrated all installed sensors against reference standards,61,MNT-002 (Kobayashi R.),2026-05-24 11:45:07,closed,208.57,Scheduled quarterly maintenance per annual maintenance calendar
INC-0155,COMP-001,Air Compressor Atlas Copco,Utility Room,2026-05-24 16:28:33,maintenance_event,ME-004,Scheduled replacement of drive belt and chain per wear-life schedule,COMP-001-SEN-PRES,Discharge Pressure Sensor,7.32,preventive,Tightened all electrical terminal blocks; replaced degraded cable ties,81,CMMS-AUTO,2026-05-24 18:30:33,closed,678.55,Scheduled quarterly maintenance per annual maintenance calendar
INC-0156,PUMP-002,Hydraulic Pump Parker H1,Utility Room,2026-05-25 19:54:36,maintenance_event,ME-002,Hydraulic oil sample analysis and change; all lubrication points serviced,PUMP-002-SEN-PRES,Hydraulic Pressure Sensor,198.39,preventive,Calibrated all installed sensors against reference standards,95,MNT-002 (Kobayashi R.),2026-05-25 22:10:36,closed,891.75,Operator-initiated inspection following anomaly observation
INC-0157,COMP-001,Air Compressor Atlas Copco,Utility Room,2026-05-26 03:54:15,machine_failure,MF-009,Unusual grinding noise from gearbox; inspection revealed worn gear teeth,COMP-001-SEN-VIB,Bearing Vibration Sensor,-0.63,predictive,Performed proactive bearing replacement based on vibration trend analysis,313,SCADA-SYSTEM,2026-05-26 09:14:15,closed,2425.24,Lubrication interval overrun by 40 hours; accelerated bearing wear
INC-0158,COMP-002,Air Compressor Atlas Copco,Utility Room,2026-05-26 06:38:05,maintenance_event,ME-006,CMMS-triggered early maintenance based on vibration trend alert,COMP-002-SEN-VIB,Bearing Vibration Sensor,4.2,preventive,Replaced hydraulic return filter and suction strainer; topped up fluid,137,MNT-002 (Kobayashi R.),2026-05-26 09:06:05,resolved,1068.46,Operator-initiated inspection following anomaly observation
INC-0159,CNC-005,CNC Machining Center V2,Line B,2026-05-26 08:25:43,sensor_anomaly,SA-004,Flow rate dropped below 80% of nominal; filter clogging suspected,CNC-005-SEN-SPIN,Spindle Speed Sensor,-25.27,corrective,Replaced burnt motor winding; realigned coupling and performed test run,24,OPR-001 (Tanaka K.),2026-05-26 09:07:43,closed,1175.29,Progressive mechanical wear producing detectable vibration signature
INC-0160,PUMP-002,Hydraulic Pump Parker H1,Utility Room,2026-05-26 15:52:36,maintenance_event,ME-005,"Thermal imaging scan of control cabinet; tightened terminals, replaced fuse",PUMP-002-SEN-PRES,Hydraulic Pressure Sensor,141.39,preventive,Inspected and replaced worn drive belt; adjusted belt tension to 350 N,197,CMMS-AUTO,2026-05-26 19:29:36,resolved,593.48,Annual statutory safety inspection requirement
INC-0161,ROB-003,Robotic Arm KUKA KR 10,Line B,2026-05-26 22:05:40,maintenance_event,ME-006,CMMS-triggered early maintenance based on vibration trend alert,ROB-003-SEN-POS,Position Encoder,262.93,preventive,Calibrated all installed sensors against reference standards,162,CMMS-AUTO,2026-05-27 01:15:40,resolved,222.03,CMMS-generated work order based on predictive alert threshold breach
INC-0162,COMP-001,Air Compressor Atlas Copco,Utility Room,2026-05-27 01:51:23,maintenance_event,ME-001,"Routine PM per 500 h interval: inspection, lubrication, filter replacement",COMP-001-SEN-PRES,Discharge Pressure Sensor,8.54,preventive,Cleaned coolant tank; replaced coolant and checked pump operation,177,MNT-001 (Sato T.),2026-05-27 05:42:23,closed,219.11,Annual statutory safety inspection requirement
INC-0163,COMP-001,Air Compressor Atlas Copco,Utility Room,2026-05-27 15:03:53,sensor_anomaly,SA-004,Flow rate dropped below 80% of nominal; filter clogging suspected,COMP-001-SEN-PRES,Discharge Pressure Sensor,11.6,predictive,Adjusted drive pulley alignment after belt speed anomaly trend detected,69,CMMS-AUTO,2026-05-27 16:44:53,closed,912.68,EMI from adjacent inverter drive affecting analog signal quality
INC-0164,PUMP-001,Hydraulic Pump Parker H1,Utility Room,2026-05-29 04:15:00,maintenance_event,ME-006,CMMS-triggered early maintenance based on vibration trend alert,PUMP-001-SEN-PRES,Hydraulic Pressure Sensor,194.69,preventive,Tightened all electrical terminal blocks; replaced degraded cable ties,73,MNT-002 (Kobayashi R.),2026-05-29 06:08:00,closed,670.12,Scheduled quarterly maintenance per annual maintenance calendar
INC-0165,PRESS-001,Hydraulic Press 100T,Line A,2026-05-30 01:55:52,maintenance_event,ME-002,Hydraulic oil sample analysis and change; all lubrication points serviced,PRESS-001-SEN-TEMP,Oil Temperature Sensor,58.87,preventive,Inspected and replaced worn drive belt; adjusted belt tension to 350 N,163,MNT-002 (Kobayashi R.),2026-05-30 05:10:52,closed,307.28,Operator-initiated inspection following anomaly observation
INC-0166,ROB-004,Robotic Arm KUKA KR 10,Welding Station,2026-05-30 09:09:47,sensor_anomaly,SA-001,Sensor value 15% above normal range; possible early-stage overheating,ROB-004-SEN-POS,Position Encoder,-24.9,corrective,Replaced ruptured drive belt (Gates Poly Chain); adjusted tension,73,CMMS-AUTO,2026-05-30 10:52:47,closed,519.87,EMI from adjacent inverter drive affecting analog signal quality
INC-0167,CNC-003,CNC Machining Center,Line B,2026-05-30 10:54:45,maintenance_event,ME-005,"Thermal imaging scan of control cabinet; tightened terminals, replaced fuse",CNC-003-SEN-VIB,Vibration Sensor,3.48,preventive,Tightened all electrical terminal blocks; replaced degraded cable ties,73,MNT-001 (Sato T.),2026-05-30 12:57:45,closed,1101.16,CMMS-generated work order based on predictive alert threshold breach
INC-0168,CNC-004,CNC Machining Center V2,Line B,2026-05-31 12:35:10,maintenance_event,ME-006,CMMS-triggered early maintenance based on vibration trend alert,CNC-004-SEN-TEMP,Spindle Temperature Sensor,58.92,preventive,Replaced hydraulic return filter and suction strainer; topped up fluid,99,MNT-002 (Kobayashi R.),2026-05-31 14:25:10,resolved,1191.64,Operator-initiated inspection following anomaly observation
INC-0169,CNC-003,CNC Machining Center,Line B,2026-05-31 19:49:07,maintenance_event,ME-002,Hydraulic oil sample analysis and change; all lubrication points serviced,CNC-003-SEN-VIB,Vibration Sensor,6.85,preventive,Calibrated all installed sensors against reference standards,227,CMMS-AUTO,2026-05-31 23:52:07,closed,763.09,Operator-initiated inspection following anomaly observation
INC-0170,CNC-003,CNC Machining Center,Line B,2026-06-01 06:56:32,machine_failure,MF-002,Vibration amplitude exceeded 12 mm/s; bearing cage fracture confirmed,CNC-003-SEN-TEMP,Spindle Temperature Sensor,109.46,predictive,Performed proactive bearing replacement based on vibration trend analysis,320,OPR-003 (Yamamoto H.),2026-06-01 12:34:32,resolved,3418.23,Hydraulic fluid degraded beyond acceptable viscosity index
INC-0171,ROB-001,Robotic Arm FANUC M-20,Line A,2026-06-02 20:48:45,maintenance_event,ME-001,"Routine PM per 500 h interval: inspection, lubrication, filter replacement",ROB-001-SEN-TORQ,Joint Torque Sensor,49.98,preventive,Replaced hydraulic return filter and suction strainer; topped up fluid,93,CMMS-AUTO,2026-06-02 22:54:45,closed,796.31,Scheduled quarterly maintenance per annual maintenance calendar
INC-0172,COMP-001,Air Compressor Atlas Copco,Utility Room,2026-06-03 04:45:45,machine_failure,MF-010,Cavitation noise and pressure fluctuation; pump efficiency dropped to 40%,COMP-001-SEN-TEMP,Discharge Air Temp Sensor,126.54,corrective,Replaced failed bearing (SKF 6205-2RS); re-greased and verified alignment,153,OPR-002 (Suzuki M.),2026-06-03 07:35:45,closed,2882.13,Hydraulic fluid degraded beyond acceptable viscosity index
INC-0173,CNC-002,CNC Machining Center,Line A,2026-06-03 08:33:28,sensor_anomaly,SA-003,Pressure 18% below setpoint; potential minor seal weepage detected,CNC-002-SEN-TEMP,Spindle Temperature Sensor,94.54,predictive,Replaced motor insulation based on IR thermography hot-spot finding,39,SCADA-SYSTEM,,in_progress,1990.32,Oil mist contamination of sensor housing reducing measurement accuracy
INC-0174,ROB-002,Robotic Arm FANUC M-20,Line A,2026-06-03 10:14:39,maintenance_event,ME-005,"Thermal imaging scan of control cabinet; tightened terminals, replaced fuse",ROB-002-SEN-POS,Position Encoder,152.35,preventive,Inspected and replaced worn drive belt; adjusted belt tension to 350 N,68,CMMS-AUTO,2026-06-03 12:11:39,resolved,600.33,CMMS-generated work order based on predictive alert threshold breach
INC-0175,CNC-001,CNC Machining Center,Line A,2026-06-03 13:08:25,sensor_anomaly,SA-006,Current 30% above rated value; potential mechanical resistance increase,CNC-001-SEN-TEMP,Spindle Temperature Sensor,22.63,corrective,Cleared spindle jam; replaced broken cutting tool; re-zeroed workpiece,5,OPR-001 (Tanaka K.),2026-06-03 14:04:25,resolved,1841.97,EMI from adjacent inverter drive affecting analog signal quality
INC-0176,ROB-001,Robotic Arm FANUC M-20,Line A,2026-06-03 19:02:30,maintenance_event,ME-006,CMMS-triggered early maintenance based on vibration trend alert,ROB-001-SEN-CUR,Drive Current Sensor,10.42,preventive,Calibrated all installed sensors against reference standards,213,MNT-002 (Kobayashi R.),2026-06-03 22:51:30,resolved,277.8,Annual statutory safety inspection requirement
INC-0177,PRESS-002,Hydraulic Press 200T,Line B,2026-06-05 07:19:58,maintenance_event,ME-004,Scheduled replacement of drive belt and chain per wear-life schedule,PRESS-002-SEN-PRES,Cylinder Pressure Sensor,1018.15,preventive,Inspected and replaced worn drive belt; adjusted belt tension to 350 N,218,CMMS-AUTO,2026-06-05 11:36:58,closed,134.54,Operator-initiated inspection following anomaly observation
INC-0178,CONV-001,Conveyor Belt System,Line A,2026-06-05 08:43:59,sensor_anomaly,SA-008,Speed dropping 10–15% intermittently; belt slippage on drive pulley,CONV-001-SEN-VIB,Vibration Sensor,7.97,predictive,Replaced position encoder after drift trend identified; recalibrated zero point,82,SCADA-SYSTEM,2026-06-05 10:50:59,closed,2247.42,Oil mist contamination of sensor housing reducing measurement accuracy
INC-0179,CONV-002,Conveyor Belt System,Line B,2026-06-06 00:18:33,machine_failure,MF-008,"X-axis servo fault; position error exceeded 0.5 mm, emergency stop",CONV-002-SEN-SPEED,Belt Speed Sensor,0.01,corrective,Replaced failed bearing (SKF 6205-2RS); re-greased and verified alignment,206,OPR-003 (Yamamoto H.),2026-06-06 04:08:33,resolved,9687.8,Hydraulic fluid degraded beyond acceptable viscosity index
INC-0180,CONV-003,Roller Conveyor,Packaging Area,2026-06-06 11:08:40,machine_failure,MF-006,"I/O module error; machine entered fault state, cannot accept commands",CONV-003-SEN-TEMP,Motor Temperature Sensor,19.98,corrective,Replaced gearbox assembly; refilled gear oil; verified noise level,234,OPR-003 (Yamamoto H.),2026-06-06 15:30:40,resolved,1631.73,Age-related insulation breakdown in motor winding (10-year-old unit)
INC-0181,CONV-002,Conveyor Belt System,Line B,2026-06-06 21:59:07,maintenance_event,ME-001,"Routine PM per 500 h interval: inspection, lubrication, filter replacement",CONV-002-SEN-TENS,Belt Tension Sensor,223.6,preventive,Calibrated all installed sensors against reference standards,114,MNT-002 (Kobayashi R.),2026-06-07 00:25:07,closed,617.2,Scheduled quarterly maintenance per annual maintenance calendar
INC-0182,COMP-002,Air Compressor Atlas Copco,Utility Room,2026-06-07 10:35:56,maintenance_event,ME-004,Scheduled replacement of drive belt and chain per wear-life schedule,COMP-002-SEN-VIB,Bearing Vibration Sensor,2.51,preventive,Tightened all electrical terminal blocks; replaced degraded cable ties,116,MNT-001 (Sato T.),2026-06-07 13:03:56,resolved,986.05,CMMS-generated work order based on predictive alert threshold breach
INC-0183,CNC-003,CNC Machining Center,Line B,2026-06-07 17:58:04,maintenance_event,ME-004,Scheduled replacement of drive belt and chain per wear-life schedule,CNC-003-SEN-SPIN,Spindle Speed Sensor,3528.53,preventive,Updated PLC firmware to v3.2.1; verified all I/O signal functionality,220,CMMS-AUTO,2026-06-07 22:18:04,closed,539.67,Scheduled PM as per 500-hour maintenance plan
INC-0184,CONV-001,Conveyor Belt System,Line A,2026-06-08 07:54:22,sensor_anomaly,SA-002,Vibration RMS increasing week-over-week; bearing wear suspected,CONV-001-SEN-SPEED,Belt Speed Sensor,3.45,predictive,Replaced position encoder after drift trend identified; recalibrated zero point,48,OPR-002 (Suzuki M.),2026-06-08 08:56:22,resolved,1816.49,Partial cable insulation damage caused by coolant splash
INC-0185,ROB-004,Robotic Arm KUKA KR 10,Welding Station,2026-06-08 09:21:26,sensor_anomaly,SA-004,Flow rate dropped below 80% of nominal; filter clogging suspected,ROB-004-SEN-CUR,Drive Current Sensor,0.23,predictive,Pre-emptive seal replacement after continuous pressure-drop trend detected,67,OPR-002 (Suzuki M.),2026-06-08 10:40:26,closed,2366.56,Sensor calibration drift after thermal cycling (>200 cycles since last cal.)
INC-0186,CONV-003,Roller Conveyor,Packaging Area,2026-06-08 23:33:14,sensor_anomaly,SA-001,Sensor value 15% above normal range; possible early-stage overheating,CONV-003-SEN-SPEED,Roller Speed Sensor,2.76,predictive,Adjusted drive pulley alignment after belt speed anomaly trend detected,86,CMMS-AUTO,2026-06-09 01:14:14,closed,1292.82,Sensor calibration drift after thermal cycling (>200 cycles since last cal.)
INC-0187,CNC-003,CNC Machining Center,Line B,2026-06-09 17:34:43,machine_failure,MF-004,Main drive belt snapped under load; machine halted unexpectedly,CNC-003-SEN-VIB,Vibration Sensor,-0.23,corrective,Replaced hydraulic seals on main ram; pressure tested to 250 bar – no leaks,440,OPR-001 (Tanaka K.),2026-06-10 01:16:43,resolved,7918.7,Age-related insulation breakdown in motor winding (10-year-old unit)
INC-0188,PUMP-002,Hydraulic Pump Parker H1,Utility Room,2026-06-11 00:34:03,maintenance_event,ME-006,CMMS-triggered early maintenance based on vibration trend alert,PUMP-002-SEN-TEMP,Oil Temperature Sensor,69.46,preventive,Updated PLC firmware to v3.2.1; verified all I/O signal functionality,213,CMMS-AUTO,2026-06-11 04:50:03,closed,974.89,Scheduled PM as per 500-hour maintenance plan
INC-0189,CNC-003,CNC Machining Center,Line B,2026-06-11 21:36:47,machine_failure,MF-009,Unusual grinding noise from gearbox; inspection revealed worn gear teeth,CNC-003-SEN-VIB,Vibration Sensor,-0.15,corrective,Replaced failed power supply unit; verified stable 24 VDC output,364,OPR-003 (Yamamoto H.),2026-06-12 04:05:47,closed,3324.73,Power grid voltage sag event caused PLC reset and control fault
INC-0190,CNC-003,CNC Machining Center,Line B,2026-06-12 17:21:56,maintenance_event,ME-002,Hydraulic oil sample analysis and change; all lubrication points serviced,CNC-003-SEN-SPIN,Spindle Speed Sensor,2341.39,preventive,Updated PLC firmware to v3.2.1; verified all I/O signal functionality,47,MNT-002 (Kobayashi R.),2026-06-12 18:37:56,closed,1708.45,Operator-initiated inspection following anomaly observation
INC-0191,ROB-002,Robotic Arm FANUC M-20,Line A,2026-06-12 20:26:22,maintenance_event,ME-004,Scheduled replacement of drive belt and chain per wear-life schedule,ROB-002-SEN-POS,Position Encoder,267.5,preventive,Calibrated all installed sensors against reference standards,230,MNT-002 (Kobayashi R.),2026-06-13 01:02:22,closed,717.33,Annual statutory safety inspection requirement
INC-0192,ROB-004,Robotic Arm KUKA KR 10,Welding Station,2026-06-13 04:06:05,sensor_anomaly,SA-004,Flow rate dropped below 80% of nominal; filter clogging suspected,ROB-004-SEN-CUR,Drive Current Sensor,20.55,predictive,Replaced motor insulation based on IR thermography hot-spot finding,18,SCADA-SYSTEM,2026-06-13 04:37:05,resolved,505.25,Partial cable insulation damage caused by coolant splash
INC-0193,ROB-001,Robotic Arm FANUC M-20,Line A,2026-06-15 19:22:49,maintenance_event,ME-002,Hydraulic oil sample analysis and change; all lubrication points serviced,ROB-001-SEN-TEMP,Motor Temperature Sensor,37.08,preventive,Calibrated all installed sensors against reference standards,98,CMMS-AUTO,,in_progress,211.75,CMMS-generated work order based on predictive alert threshold breach
INC-0194,PUMP-002,Hydraulic Pump Parker H1,Utility Room,2026-06-16 05:22:01,sensor_anomaly,SA-004,Flow rate dropped below 80% of nominal; filter clogging suspected,PUMP-002-SEN-TEMP,Oil Temperature Sensor,25.66,predictive,Adjusted drive pulley alignment after belt speed anomaly trend detected,26,CMMS-AUTO,,in_progress,1225.05,Oil mist contamination of sensor housing reducing measurement accuracy
INC-0195,ROB-003,Robotic Arm KUKA KR 10,Line B,2026-06-16 11:15:19,machine_failure,MF-007,Coolant flow dropped to zero; machining halted to prevent thermal damage,ROB-003-SEN-CUR,Drive Current Sensor,-1.03,corrective,Replaced failed bearing (SKF 6205-2RS); re-greased and verified alignment,355,OPR-003 (Yamamoto H.),,in_progress,7878.3,Gear tooth wear accelerated by abrasive contamination in gearbox oil
INC-0196,CNC-004,CNC Machining Center V2,Line B,2026-06-16 20:02:53,maintenance_event,ME-004,Scheduled replacement of drive belt and chain per wear-life schedule,CNC-004-SEN-SPIN,Spindle Speed Sensor,6683.99,preventive,Cleaned coolant tank; replaced coolant and checked pump operation,24,MNT-001 (Sato T.),,in_progress,873.8,Scheduled PM as per 500-hour maintenance plan
INC-0197,CNC-005,CNC Machining Center V2,Line B,2026-06-16 23:19:45,maintenance_event,ME-002,Hydraulic oil sample analysis and change; all lubrication points serviced,CNC-005-SEN-SPIN,Spindle Speed Sensor,3221.65,preventive,Replaced hydraulic return filter and suction strainer; topped up fluid,97,CMMS-AUTO,,in_progress,122.36,CMMS-generated work order based on predictive alert threshold breach
INC-0198,PRESS-002,Hydraulic Press 200T,Line B,2026-06-18 09:10:46,maintenance_event,ME-004,Scheduled replacement of drive belt and chain per wear-life schedule,PRESS-002-SEN-STR,Ram Stroke Position Sensor,150.21,preventive,Tightened all electrical terminal blocks; replaced degraded cable ties,27,MNT-002 (Kobayashi R.),2026-06-18 10:32:46,resolved,798.98,Scheduled quarterly maintenance per annual maintenance calendar
INC-0199,ROB-002,Robotic Arm FANUC M-20,Line A,2026-06-19 09:10:08,maintenance_event,ME-004,Scheduled replacement of drive belt and chain per wear-life schedule,ROB-002-SEN-TEMP,Motor Temperature Sensor,55.26,preventive,Cleaned coolant tank; replaced coolant and checked pump operation,23,MNT-002 (Kobayashi R.),,open,170.86,CMMS-generated work order based on predictive alert threshold breach
INC-0200,CONV-003,Roller Conveyor,Packaging Area,2026-06-20 21:27:30,sensor_anomaly,SA-002,Vibration RMS increasing week-over-week; bearing wear suspected,CONV-003-SEN-TEMP,Motor Temperature Sensor,21.92,corrective,Replaced failed power supply unit; verified stable 24 VDC output,85,CMMS-AUTO,,in_progress,688.85,Partial cable insulation damage caused by coolant splash
